thread_id,customer_tweet_id,brand_reply_id,customer_text,brand_reply_text,customer_created_at,reply_created_at
50829_50827,50829,50827,Touchscreen OS 11.3 balky. Sometime have to press or hit the screen several times or even quit 2 get response. Keyboard off 2,"Let us know via DM which device this is on, then we can take a look at this with you from there. https://t.co/GDrqU22YpT",Wed Nov 01 17:14:24 +0000 2017,Wed Nov 01 17:53:41 +0000 2017
50828_50830,50828,50830,I-pad air 1,We've received your DM and will continue to work with you there.,Wed Nov 01 19:14:11 +0000 2017,Wed Nov 01 19:35:30 +0000 2017
50833_50831,50833,50831,what does this error message mean on my iPhone 8?,Great question. Just means it can't access that purchase or item from the App Store. Did you attempt to purchase something?,Wed Nov 01 17:22:58 +0000 2017,Wed Nov 01 17:53:01 +0000 2017
50832_50834,50832,50834,I just switched to the iPhone 8 and haven’t purchased anything. I deleted the last couple apps I downloaded but didn’t work :(,"We've checked our systems, (https://t.co/7NVrDovSd8) and everything looks good on our end. Send us a DM so we can troubleshoot. https://t.co/GDrqU22YpT",Wed Nov 01 18:01:58 +0000 2017,Wed Nov 01 18:40:00 +0000 2017
50836_50835,50836,50835,con la nueva version de sistema tarda 3 minutos en descargar video de 14 segundos. Como regreso a anterior?,Thank you for reaching out to us. We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj,Wed Nov 01 17:21:03 +0000 2017,Wed Nov 01 17:52:34 +0000 2017
50839_50837,50839,50837,Thank you for the reply. That Page was thé first thing I have double checked. I can connect with a contact. But that contact gets nothing..,"Thanks for trying those steps. Is this happening with one contact, or all contacts? Have you restarted your MacBook Air?",Wed Nov 01 17:19:42 +0000 2017,Wed Nov 01 17:52:01 +0000 2017
50838_50840,50838,50840,It was happening with all contacts. After two restarts and adjustmenten of time (again) it seems to be working flawless. Thank u 4 your time,"We're glad to see that it's working again. Please let us know if you run into any other trouble, and we'll be here to help.",Wed Nov 01 18:25:01 +0000 2017,Wed Nov 01 18:47:32 +0000 2017
50843_50841,50843,50841,I can receive on my facetime - MacBook air. However if I try to vidcall the other person won't get my call. What can I do?,We're here for you. Check out this article for help with FaceTime: https://t.co/9TOn04wzxN,Wed Nov 01 16:35:41 +0000 2017,Wed Nov 01 17:15:28 +0000 2017
50847_50844,50847,50844,why has IOS 11 ruined my phone. 12 months no issue. Since I’ve installed that crap my phone freezes and keep having restore,"Hey Steven, we'd like to help get to the bottom of these issues. Which iOS version are you currently running on your iPhone?",Wed Nov 01 17:13:53 +0000 2017,Wed Nov 01 17:51:32 +0000 2017
50850_50849,50850,50849,"Dear , since the latest iOS update, my phone is crap. Apps are slow, I can’t see half my photos, plus battery drains fast. Fix it! 😡😡😡",Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Wed Nov 01 17:18:57 +0000 2017,Wed Nov 01 17:50:30 +0000 2017
50852_50851,50852,50851,ok I love that app too… cc.,Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Wed Nov 01 17:16:54 +0000 2017,Wed Nov 01 17:50:00 +0000 2017
50854_50853,50854,50853,can u acknowledge that you're looking into a solution for this!? It is very frustrating to not be able to type work emails!!!,Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,Wed Nov 01 17:19:56 +0000 2017,Wed Nov 01 17:49:00 +0000 2017
50860_50859,50860,50859,are you going to fix our phones from glitching ???,Let's see what's going on. Let us know more about what is happening with your iPhone.,Wed Nov 01 17:17:12 +0000 2017,Wed Nov 01 17:48:01 +0000 2017
50863_50861,50863,50861,My phone is frozen thanks to the new update. I can't even hard reset it.,We're here for you. Which iPhone model do you have? What's happening that is causing you to force a restart?,Wed Nov 01 17:07:29 +0000 2017,Wed Nov 01 17:48:00 +0000 2017
50862_50864,50862,50864,I didn’t see this cause I couldn’t use my phone but my carrier fixed it. Thanks,Great to hear you're back up and running. Thanks for the update!,Wed Nov 01 23:12:46 +0000 2017,Wed Nov 01 23:51:00 +0000 2017
50867_50865,50867,50865,this last update is terrible! So many bugs! Fix it! Please!,"If you're having issues, we'd love to assist. What exactly is going on with your iPhone? What issues are you experiencing?",Wed Nov 01 17:20:24 +0000 2017,Wed Nov 01 17:48:00 +0000 2017
50866_50868,50866,50868,If it gets turned on the side it sticks there. In iMessage we can’t scroll to the newest message without closing iMessage and going back in again.,Let's take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,Wed Nov 01 18:37:29 +0000 2017,Wed Nov 01 18:56:00 +0000 2017
50871_50869,50871,50869,Getting a glitch on iOS 11.1 where my home button is functioning as media keys for playback on music. This is annoying. (cc:),"We're here for you. To be sure we understand, it sounds like pressing Home button is playing and pausing music. Is that right?",Wed Nov 01 17:19:30 +0000 2017,Wed Nov 01 17:48:00 +0000 2017
50870_50872,50870,50872,That’s correct and also skipping to the next song 🤔,"Does this occur when the screen is locked, unlocked, or both? Also, which type of iPhone do you have? https://t.co/GDrqU22YpT",Wed Nov 01 18:10:31 +0000 2017,Wed Nov 01 18:32:36 +0000 2017
50874_50873,50874,50873,sorry I’m just now seeing this but I took it to my local apple store and they fixed it!! thank you!!,We're glad you were able to get the issue resolved. Feel free to reach out to us anytime you need assistance.,Wed Nov 01 17:14:57 +0000 2017,Wed Nov 01 17:47:00 +0000 2017
50878_50877,50878,50877,IPhone 5s reseting after few min. since updgrade iOS11 from ios10. Any solution? No Apple store near. I’m from Canary Islands.,We want to help. Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,Wed Nov 01 17:11:34 +0000 2017,Wed Nov 01 17:45:34 +0000 2017
51623_51621,51623,51621,what is this??? I 🤬,We're happy to assist. Which iOS version are you currently running? Go to Settings > General > About for the version.,Wed Nov 01 17:52:35 +0000 2017,Wed Nov 01 18:14:03 +0000 2017
51625_51626,51625,51626,In every app except iMessage,"Let's take a deeper look! To begin, feel free to DM us what country you're currently located in: https://t.co/GDrqU22YpT",Wed Nov 01 18:43:38 +0000 2017,Wed Nov 01 19:00:01 +0000 2017
51628_51627,51628,51627,"hey..um my bookmarks and reading list are all gone and i didn’t connect them to icloud, is there any way to get them back?",We can certainly help look into this with you. DM us & tell us more about how this happened. https://t.co/GDrqU22YpT,Wed Nov 01 17:41:53 +0000 2017,Wed Nov 01 18:14:00 +0000 2017
51630_51629,51630,51629,"Really dislike feature Brightness adjusts up/down automatically on the iPhone6. If I wanted it darker, I’d adjust it myself.",It sounds like Auto-Brightness is enabled. Check this out for how to disable that feature: https://t.co/bkqEVCrK2l,Wed Nov 01 17:50:30 +0000 2017,Wed Nov 01 18:14:00 +0000 2017
51633_51631,51633,51631,"Please fix this issue, it's soooo annoying !!",We'll be happy to assist as best we can. Are you updated to iOS 11.1? We released that yesterday.,Wed Nov 01 17:41:59 +0000 2017,Wed Nov 01 18:14:00 +0000 2017
51637_51635,51637,51635,seriously how can I stop my phone correcting We to W.E??? I don’t have it as a shortcut or anything,"Let's work together to help resolve this. To start, which version of iOS are you running on your iPhone?",Wed Nov 01 17:47:36 +0000 2017,Wed Nov 01 18:13:31 +0000 2017
51642_51640,51642,51640,"apple music got renewed a couple of days ago, but unable to access it right now",We want to help you get back to enjoying your Apple Music! Which device are you accessing it on? Do you get an error message?,Wed Nov 01 17:46:19 +0000 2017,Wed Nov 01 18:12:32 +0000 2017
51641_51643,51641,51643,"It's fixed for now, thanks.",Sorry for the confusion. It looks like we missed your last message. Glad to hear all is well with your Apple Music!,Wed Nov 01 18:32:15 +0000 2017,Wed Nov 01 18:56:00 +0000 2017
51645_51644,51645,51644,apple watch burning wrist for my fellows @ WA . Please suggest ..,We would like to get more details to see how we can help. Meet us in DM to get started. https://t.co/GDrqU22YpT,Wed Nov 01 17:42:18 +0000 2017,Wed Nov 01 18:12:31 +0000 2017
51647_51646,51647,51646,Bluetooth connectivity issues after updating iOS,We want to help. Are you updated to iOS 11.1? What are you experiencing with Bluetooth?,Wed Nov 01 17:47:04 +0000 2017,Wed Nov 01 18:12:01 +0000 2017
51650_51648,51650,51648,HOW DO I FIX THIS SOMEONE HELP,Let's dive into this issue together. Which iOS version is your device currently running?,Wed Nov 01 17:39:16 +0000 2017,Wed Nov 01 18:11:33 +0000 2017
51649_51651,51649,51651,I just updated it to 11.1.1 but it was happening before then too,Thanks for letting us know. Send us a DM and we'll continue this conversation there. https://t.co/GDrqU22YpT,Wed Nov 01 18:15:42 +0000 2017,Wed Nov 01 18:40:00 +0000 2017
51655_51653,51655,51653,SAMEEEE WTFFF please help us,We'd like to see if we can help. DM us the device you're experiencing this on and we'll get started. https://t.co/GDrqU22YpT,Wed Nov 01 17:50:35 +0000 2017,Wed Nov 01 18:11:32 +0000 2017
51663_51662,51663,51662,get ur shit together and fix everyone’s phone because I am so sick of my phone autocorrecting “i” to “I” OK? OK,We can look into this with you. Can you please message us in DM? https://t.co/GDrqU22YpT,Wed Nov 01 17:36:32 +0000 2017,Wed Nov 01 18:09:29 +0000 2017
51665_51664,51665,51664,Mais um celular com a bateria fodida ajuda nois,"Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Wed Nov 01 17:43:47 +0000 2017,Wed Nov 01 18:09:01 +0000 2017
51668_51666,51668,51666,I did a soft reset and it came back decent,"When you say decent, does that mean the issue is resolved or are you still experiencing slowness or sluggishness?",Wed Nov 01 17:45:40 +0000 2017,Wed Nov 01 18:08:28 +0000 2017
51667_51669,51667,51669,It’s running very sluggish,Let's continue in DM then so we may better assist you https://t.co/GDrqU22YpT,Wed Nov 01 18:09:05 +0000 2017,Wed Nov 01 18:35:33 +0000 2017
51672_51671,51672,51671,this new update is a mess my phone has a frozen notification on the screen and running very unstable. help please,We're here to get you back to enjoying the iPhone. Does the iPhone still respond to touch at all?,Wed Nov 01 16:46:30 +0000 2017,Wed Nov 01 17:26:00 +0000 2017
51674_51673,51674,51673,I’ll dm you if there’s any problem after i update it,That sounds like a plan. Keep us in the loop. Thanks and take care.,Wed Nov 01 17:44:10 +0000 2017,Wed Nov 01 18:08:27 +0000 2017
51676_51675,51676,51675,I have to hard restart my 6s almost daily because of all the bugs in iOS 11 & it seems like there’s no fix from any time soon!,That's not the experience we want you to have. We want to help. Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,Wed Nov 01 11:22:53 +0000 2017,Wed Nov 01 15:00:03 +0000 2017
51678_51677,51678,51677,Yo wassup with this I shit? What’s good,We'd like to look in to this with you. Which iOS version is currently installed? Let us know in DM. https://t.co/GDrqU22YpT,Wed Nov 01 17:40:07 +0000 2017,Wed Nov 01 18:08:27 +0000 2017
51681_51679,51681,51679,All of my pictures magically got deleted somehow. ??? What the shit? I go from 3K to 600 fuck is up?,What happened before they were deleted? Are you able to see those photos at https://t.co/tmRhWEkIq4 if you log in there?,Wed Nov 01 17:42:34 +0000 2017,Wed Nov 01 18:07:01 +0000 2017
51680_51682,51680,51682,Not much help at all. It just talks about deleting all of my pictures at once or from a desktop,Not to worry! We'll get to the bottom of this. Let's move to DM. Send us the exact alert from https://t.co/tmRhWEkIq4 https://t.co/GDrqU22YpT,Wed Nov 01 18:45:49 +0000 2017,Wed Nov 01 19:20:00 +0000 2017
51684_51683,51684,51683,Just updated to iOS11.1 & now my 6s plus is stuck at Apple screen. I tried hard restart a few times but nothing PLEASE HELP!!,"We want your iPhone to be working as expected. Send us a DM, and we'll start there. https://t.co/GDrqU22YpT",Wed Nov 01 17:36:50 +0000 2017,Wed Nov 01 18:05:00 +0000 2017
51686_51685,51686,51685,"Help! Everytime I type ""I"", a box showing an A and a question mark pop up. And displays as a barcode. Please fix asap!",We've received your DM and will continue working with you there. Look for a reply from us shortly.,Wed Nov 01 17:35:55 +0000 2017,Wed Nov 01 18:04:28 +0000 2017
51688_51687,51688,51687,needs to fix this damn I glitch,DM us using the link below. We're glad to look into things with you. https://t.co/GDrqU22YpT,Wed Nov 01 17:30:26 +0000 2017,Wed Nov 01 18:04:28 +0000 2017
51690_51689,51690,51689,"When I type “I” or see tweets, messages, etc with “I” in it.. it’s a box.",Thank you. Please send us a DM with which device and exact software version you’re using. https://t.co/GDrqU22YpT,Wed Nov 01 17:23:22 +0000 2017,Wed Nov 01 18:04:00 +0000 2017
51692_51691,51692,51691,my phone is updated so WHY AM I SEEING BOXES??,Hi. We are here to help. Can you please give us some specifics of what is occurring on your device?,Wed Nov 01 16:44:07 +0000 2017,Wed Nov 01 17:22:00 +0000 2017
51694_51693,51694,51693,this happens when my phone types the letter “eye” by itself annoying i’m trying to talk abt myself,Thanks for reaching out! Let us help with your iPhone. DM us your exact iOS version to proceed. https://t.co/GDrqU22YpT,Wed Nov 01 17:32:36 +0000 2017,Wed Nov 01 18:02:32 +0000 2017
51696_51695,51696,51695,I swear y’all need to fix(i ) this like right fucking now I can’t even message my manager on group me without looking dumb,Let's work together to find the best solution. DM us with what type of device you're using. https://t.co/GDrqU22YpT,Wed Nov 01 17:30:34 +0000 2017,Wed Nov 01 18:02:00 +0000 2017
51699_51697,51699,51697,"Here's a thought: new phone numbers in iOS default to ""home fax."" Maybe that's something you could fix please, or is an inside joke?",Let's take a closer look together. What's your model and exact OS version number? Any steps tried so far?,Wed Nov 01 17:33:11 +0000 2017,Wed Nov 01 18:02:00 +0000 2017
51698_51700,51698,51700,"iPhone SE version 10.3.1. As far as I know this is something that happens with my friends' iPhones as well, so haven't tried anything...","So that we can take a deeper look, feel free to DM us when you first noticed this behavior occurring. https://t.co/GDrqU22YpT",Wed Nov 01 18:10:00 +0000 2017,Wed Nov 01 18:36:26 +0000 2017
51701_51702,51701,51702,"Everyone I ask sees the same thing, seems to be a default setting on the OS. I'm not interested in troubleshooting my specific phone thanks!",Direct Message us when you're ready. We'd like to narrow this down. https://t.co/GDrqU22YpT,Thu Nov 02 16:26:02 +0000 2017,Thu Nov 02 18:17:00 +0000 2017
51705_51703,51705,51703,why since my 7s was updated am I having trouble sending picture messages? It freezes when I try to select person to send to.,We can help with MMS. Which version of the iOS are you currently running? You can check in Settings > General > About > Version,Wed Nov 01 17:35:34 +0000 2017,Wed Nov 01 18:02:00 +0000 2017
51704_51706,51704,51706,11.0.3 (15A432) Last night my keyboard disappeared while trying to text so I reset the phone settings. Still having problems.,Thanks. We’ll want to update to iOS 11.1 and then test again. Be sure to back up beforehand. DM us if the issue persists. https://t.co/GDrqU22YpT,Wed Nov 01 19:19:08 +0000 2017,Wed Nov 01 20:07:36 +0000 2017
51708_51707,51708,51707,So is the iOS confusing the letter I for this emoji?!?!?,We want to work on this with you. Join us in DM to continue. https://t.co/GDrqU22YpT,Wed Nov 01 17:28:17 +0000 2017,Wed Nov 01 18:01:31 +0000 2017
51711_51710,51711,51710,help my phone. I can’t fix it obviously,We're glad to look into this with you! Please DM us. Let us know which iPhone you're using to proceed. https://t.co/GDrqU22YpT,Wed Nov 01 17:25:35 +0000 2017,Wed Nov 01 17:59:37 +0000 2017
51713_51712,51713,51712,your liverpool store customer service is appalling,Reach out to us via DM so we can take a look in to this with you. https://t.co/GDrqU22YpT,Wed Nov 01 17:35:06 +0000 2017,Wed Nov 01 17:59:37 +0000 2017
52186_52185,52186,52185,Already did. And it keeps asking for Touch ID,"When you use the Touch ID to install, does it still fail? Go to Settings > General > Date & Time. Check to make sure the correct time zone is selected for your location. Please send us a DM and we'll continue there. https://t.co/GDrqU22YpT",Wed Nov 22 23:15:56 +0000 2017,Wed Nov 22 23:22:58 +0000 2017
52188_52187,52188,52187,I’m in the same boat.,"Thank you for the screenshot. Please try powering off your iPhone and restarting. Once that is done, try downloading the app again and let us know the result.",Wed Nov 22 22:53:44 +0000 2017,Wed Nov 22 23:00:00 +0000 2017
52259_52257,52259,52257,"I have iOS 11.0.3 and my keyboard keeps autocorrecting the letter i to a weird symbol similar to ""A ?"" and it won't change.",We want your keyboard to respond correctly. Please check to see if you have an update under Settings > General > Software Update,Wed Nov 01 18:03:56 +0000 2017,Wed Nov 01 18:29:00 +0000 2017
52258_52260,52258,52260,There’s an update available for 11.1 but friends that already updated are experiencing the same issue.,Understood. Please DM us and we will continue from there. https://t.co/GDrqU22YpT,Wed Nov 01 19:26:18 +0000 2017,Wed Nov 01 20:10:29 +0000 2017
52262_52261,52262,52261,Has anyone noticed random iPhone autocorrect issues?,We can help. Hop in DM with us and we'll pick up there. Click here: https://t.co/GDrqU22YpT,Wed Nov 01 18:00:37 +0000 2017,Wed Nov 01 18:29:00 +0000 2017
52265_52263,52265,52263,Help . My iPhone 6 will connect to unsecured wifi networks but not those requiring a password. “Invalid password” every time. (IOS 11.03).,We'll be happy to assist as best we can. We did release iOS 11.1. You might try updating using iTunes and see if that helps.,Wed Nov 01 17:55:56 +0000 2017,Wed Nov 01 18:28:00 +0000 2017
52264_52266,52264,52266,"I’ve updated to iOS 11.1. Still get “Invalid password “, even after resetting network setting and ‘forget this network’ and trying again to join. Nothing works.","Thanks for keeping us updated. To clarify, is your iPhone unable to connect to multiple networks requiring a password?",Fri Nov 03 11:19:05 +0000 2017,Fri Nov 03 17:01:28 +0000 2017
52267_52268,52267,52268,That’s correct. It will join unsecured networks but not two different ones requiring a password.,Let's look further into this together. Please join us in DM. https://t.co/GDrqU22YpT,Fri Nov 03 17:08:56 +0000 2017,Fri Nov 03 21:53:00 +0000 2017
33364_52269,33364,52269,My phone is doing weird things since the update... ugh,Let's get this figured out. What are you currently experiencing with your iPhone and the new update?,Wed Nov 01 18:03:48 +0000 2017,Wed Nov 01 18:26:32 +0000 2017
52270_52271,52270,52271,It freezes constantly having problems sending text messages I constantly turn it off and on because I can not call out and at times no sound,Got it. Please DM us and we will continue troubleshooting from there. https://t.co/GDrqU22YpT,Wed Nov 01 19:35:18 +0000 2017,Wed Nov 01 20:17:32 +0000 2017
52273_52272,52273,52272,can you please help me,We've received your DM and we can happily help. We'll follow up with you there. https://t.co/GDrqU22YpT,Wed Nov 01 18:05:56 +0000 2017,Wed Nov 01 18:25:30 +0000 2017
52277_52274,52277,52274,I’ll donate 5 dollars to your favourite charity if you can fix Bluetooth turning on randomly under iOS 11 #fixit #iPhone #iOS11,Are you turning it off in Control Center? That would just disconnect you from any current connections: https://t.co/G7BHuQnDS6,Wed Nov 01 17:58:50 +0000 2017,Wed Nov 01 18:24:52 +0000 2017
52275_52278,52275,52278,"Seems to turn on randomly while on a transit bus or lrt even though I tell it not to, as I’m not driving.",Check out this link for more information on that: https://t.co/G7BHuQnDS6,Wed Nov 01 22:10:37 +0000 2017,Wed Nov 01 22:44:53 +0000 2017
52280_52279,52280,52279,Has figured out this “eye” thing yet. Almost through my phone cuz it’s getting on my nerves. Also is FT working for ppl? Mine is gone,We'd be happy to look into this with you. Can you DM us the exact version of iOS you are running? https://t.co/GDrqU22YpT,Wed Nov 01 18:02:49 +0000 2017,Wed Nov 01 18:24:00 +0000 2017
52282_52281,52282,52281,"так ты и фоточки туда переносишь, бекапы?",We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Wed Nov 01 17:59:14 +0000 2017,Wed Nov 01 18:24:00 +0000 2017
52285_52284,52285,52284,plzzz explain to me why I cannot see the letter “I” but instead I get an A and a question mark in a box??,We'd like to look in to this with you. Which iOS version is currently installed? Let us know in DM. https://t.co/GDrqU22YpT,Wed Nov 01 17:56:33 +0000 2017,Wed Nov 01 18:23:43 +0000 2017
52287_52286,52287,52286,Desde que actualice a iOS 11 mi iPhone se volvió lento. Me recuerda a los viejos Samsung! Que está pasando?,We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Wed Nov 01 17:54:58 +0000 2017,Wed Nov 01 18:20:30 +0000 2017
52290_52288,52290,52288,Dear I can turn my own Bluetooth&wifi on/off.. and please give me back my ringer volume buttons. K thanks,"Happy to help, head to Settings > Sounds & Haptics and make sure that ""Change with Buttons"" is turned on.",Wed Nov 01 17:57:09 +0000 2017,Wed Nov 01 18:19:00 +0000 2017
52289_52291,52289,52291,🤦🏽‍♀ thank you!!,You're welcome. Feel free to reach out if you have a question in the future. We'll be here for you. Enjoy your day!,Wed Nov 01 18:20:31 +0000 2017,Wed Nov 01 18:41:01 +0000 2017
52294_52292,52294,52292,running the app is eating all kinds of extra battery life on my iPhone 7. Didn’t notice it til a couple of days ago,Let's take a look at this together! Which iOS version is currently on your iPhone?,Wed Nov 01 17:54:08 +0000 2017,Wed Nov 01 18:18:03 +0000 2017
52296_52297,52296,52297,I’ll do that when I get access to WiFi later today,Great! Feel free to reference this article if you need assistance with updating using your Wi-Fi network. https://t.co/Ui1yTnOCUz,Wed Nov 01 18:49:22 +0000 2017,Wed Nov 01 19:11:34 +0000 2017
52298_52299,52298,52299,Updated and it’s still doing the same thing,Got it. Send us a DM and we'll continue to work together on this from there. We're eager to help resolve this. https://t.co/GDrqU22YpT,Thu Nov 02 16:17:07 +0000 2017,Thu Nov 02 18:04:26 +0000 2017
52302_52300,52302,52300,"the new IOS software has completely screwed my phone up - slow, crashes, calls don't get recognised...","We'd like to look into this with you. Did you already complete the update that was just released, iOS 11.1?",Wed Nov 01 17:42:56 +0000 2017,Wed Nov 01 18:17:26 +0000 2017
52305_52303,52305,52303,I’m guessing this isn’t from you,This appears to be a phishing attempt. This article explains how to identify and report them: https://t.co/LNMCdqt6fD,Wed Nov 01 17:49:58 +0000 2017,Wed Nov 01 18:17:26 +0000 2017
52304_52306,52304,52306,I’ve forwarded it to the phishing email account that you guys have.,Thank you! We appreciate the submitted information.,Wed Nov 01 18:31:14 +0000 2017,Wed Nov 01 18:56:29 +0000 2017
52310_52308,52310,52308,Yung wassup with the letter “I”???,We're happy to assist. Which iOS version are you currently running? Go to Settings > General > About for the version.,Wed Nov 01 17:56:53 +0000 2017,Wed Nov 01 18:17:26 +0000 2017
52314_52312,52314,52312,Aye that update yesterday didn’t fix the battery issue at all. Y’all need to do something ASAP,We can help. We're you able to go through the article we sent you?,Wed Nov 01 17:56:40 +0000 2017,Wed Nov 01 18:17:26 +0000 2017
52313_52315,52313,52315,Yes I did. Didn’t help.,Let's take a look at this further. Reach out to us in DM. https://t.co/GDrqU22YpT,Wed Nov 01 18:22:38 +0000 2017,Wed Nov 01 18:45:00 +0000 2017
52319_52317,52319,52317,every time “eye” type “eye” it’s turns to I... HELP!,We'll be happy to assist. When did this start to happen? Are you running iOS 11.1 yet?,Wed Nov 01 17:53:05 +0000 2017,Wed Nov 01 18:16:53 +0000 2017
52318_52320,52318,52320,Started last night after the update!,"Alright, go ahead and send us a DM. Please include which country you're located in. Thanks! https://t.co/GDrqU22YpT",Wed Nov 01 18:48:50 +0000 2017,Wed Nov 01 19:06:01 +0000 2017
52324_52322,52324,52322,Hey if you guys could A. Fix this thing that’s happening when I type an I in a sentence that’d be cool.,We'd like to look into this with you. What is your current iOS version? Find it at Settings > General > About.,Wed Nov 01 17:47:31 +0000 2017,Wed Nov 01 18:15:00 +0000 2017
52326_52327,52326,52327,You guys have already messaged me in a DM about this and had me do this. It didn’t work. Literally 3 times you’ve recommended this.,"It's important to have the latest software installed. If you'd like to continue together, please DM us & we'll pick back up there. https://t.co/GDrqU22YpT",Wed Nov 01 18:51:43 +0000 2017,Wed Nov 01 19:32:00 +0000 2017
52328_52329,52328,52329,I have the latest software.,The latest iOS version that's out is iOS 11.1. We'll be more than happy to assist you further with this issue. Please DM us. https://t.co/GDrqU22YpT,Wed Nov 01 19:32:22 +0000 2017,Wed Nov 01 20:13:00 +0000 2017
52959_52958,52959,52958,"With the new update, turning on wi-fi disables data and we have to manually go through settings and turn it back on ! :( Help",We'd like to learn more about this situation. Send us a DM with all the details you can provide. https://t.co/GDrqU22YpT,Wed Nov 01 18:10:43 +0000 2017,Wed Nov 01 18:44:00 +0000 2017
52962_52960,52962,52960,", hey guys. Think I’m having a problem with my keyboard and can’t find a fix. Anytime I type “I” like this, I get this auto",We know keyboard funtionality is important and want to help. Which iOS version is installed?,Wed Nov 01 18:22:38 +0000 2017,Wed Nov 01 18:42:30 +0000 2017
52964_52965,52964,52965,"Okay, so you’ve tricked me into upgrading which did absolutely nothing for the problem (which you probably knew going in) so now what?",Thanks for trying that step! Join us in DM with the country that you're located in. We can continue there. https://t.co/GDrqU22YpT,Wed Nov 01 23:13:46 +0000 2017,Wed Nov 01 23:53:00 +0000 2017
52968_52966,52968,52966,aftr iOS update I get blnk scrn evry time I get calls simultaneously.,Thanks for reaching out. Let us know if this helps: https://t.co/OWRDHWSt4h,Wed Nov 01 18:19:18 +0000 2017,Wed Nov 01 18:42:27 +0000 2017
52967_52969,52967,52969,"Already tried earlier,but it is same.","Alright, go ahead and send us a DM and we'll look into this further with you. https://t.co/GDrqU22YpT",Thu Nov 02 05:16:54 +0000 2017,Thu Nov 02 13:25:30 +0000 2017
52971_52970,52971,52970,"Honestly, I’m not understanding these new autocorrects that are popping up suddenly. Fix I.T please! 🤦🏽‍♀",We'd like to help. Could you Direct Message us and let us know what iOS version you're on? https://t.co/GDrqU22YpT,Wed Nov 01 18:07:50 +0000 2017,Wed Nov 01 18:41:37 +0000 2017
52973_52972,52973,52972,Nah someone explain this shit rn!?!?,We're happy to assist. Which iOS version are you currently running? Go to Settings > General > About for the version.,Wed Nov 01 18:10:52 +0000 2017,Wed Nov 01 18:41:01 +0000 2017
52975_52974,52975,52974,Ayo - since updating to iOS11 my 7+ almost always dies around the 17/18% battery mark. Any solutions?,We'd like to take a closer look at your battery issues. DM us and we'll get started. https://t.co/GDrqU22YpT,Wed Nov 01 18:15:11 +0000 2017,Wed Nov 01 18:41:00 +0000 2017
52978_52977,52978,52977,can you guys help my guy,Thanks for reaching out to Apple Support. What can we help you with today?,Wed Nov 01 18:11:17 +0000 2017,Wed Nov 01 18:40:33 +0000 2017
52983_52982,52983,52982,Anybody else experiencing the bug where the letter I turning into a weird set of glyphs? #Igate,That's not the experience we want you have with iOS 11. Follow us to DM and we'll get started. https://t.co/GDrqU22YpT,Wed Nov 01 18:10:57 +0000 2017,Wed Nov 01 18:39:01 +0000 2017
52988_52987,52988,52987,The letter eye,Thanks for reaching out. DM which specific iOS version you are suing at this time so we can help. https://t.co/GDrqU22YpT,Wed Nov 01 18:13:45 +0000 2017,Wed Nov 01 18:38:01 +0000 2017
52991_52989,52991,52989,I I I I I HELP WHAT DIS,Let's get to the bottom of this. What device are you experiencing this on? Reply in DM to get started. https://t.co/GDrqU22YpT,Wed Nov 01 17:49:58 +0000 2017,Wed Nov 01 18:12:31 +0000 2017
52993_52992,52993,52992,Eye shouldn’t have to spell eye in replace of the actual letter lol fix yo shit,"We're here to help with any issues you may be having. To get things started, what device and OS version are you using?",Wed Nov 01 18:10:48 +0000 2017,Wed Nov 01 18:36:00 +0000 2017
52995_52994,52995,52994,"Updated my phone and now it’s 10,000X’s slower. 😡😡😡",That's not the type of experience that we'd like for you to have. Meet us in DM. Click here: https://t.co/GDrqU22YpT,Wed Nov 01 18:06:08 +0000 2017,Wed Nov 01 18:35:00 +0000 2017
52998_52996,52998,52996,tf is going on with my keyboard... fix it,What issues are you experiencing with your keyboard? We'd like to see how we can be helpful.,Wed Nov 01 18:10:04 +0000 2017,Wed Nov 01 18:34:33 +0000 2017
52997_52999,52997,52999,The keyboard won’t let me type the letter I every time I try I get these stupid little question marks instead,We would like to look deeper into this with you. Let us know in DM if you have predictive text enabled. https://t.co/GDrqU22YpT,Wed Nov 01 18:38:23 +0000 2017,Wed Nov 01 19:09:00 +0000 2017
53001_53000,53001,53000,wtf is this shit? Why would I want my “I” turning into anything other than an “I”?,We'd be happy to look into this with you. Please send us a DM with what version of iOS you are on. https://t.co/GDrqU22YpT,Wed Nov 01 18:14:13 +0000 2017,Wed Nov 01 18:34:30 +0000 2017
