example_id,customer_text,intent,expected_action,escalation_reason,difficulty,source_conversation_id
eval_136,"Since the time I have updated 11.x, it has screwed my iPhone 6S like anything, battery is getting discharged in 2 hrs",billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,626575
eval_137,Losing a percent every minute is ridiculous #IOS11 charged at 10pm to 100 at 20% at 11...,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,233350
eval_138,god my phone has been so laggy since downloading ios11 give me a refund,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,724634
eval_139,"hi, after the last iOS update my battery life is awful, needs to be charged 2-3 times a day, it wasn’t like that before. Can you help??",billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,687951
eval_140,"updated my iPhone, it now dies from fully charged in 20 minutes, my apps crash, and my gps doesn’t work. Way to go 😒",billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,184437
eval_141,ios 11 literally the worst ios update ever! My 7+ battery needs to be charged twice a day now 😡,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,310237
eval_142,"Dear , Your update has completely borked my iPhone 5, which now needs to be charged TWICE a day. Sincerely, Me",billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,401687
eval_143,"iPhone 6S on ios11. Been plugged in 4 10 hrs, 74% charged. Last night plugged in 8 hrs, 74% charged. Ios11 = no bueno.",billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,146595
eval_144,"Hey , how many times a day do you have to charge your 1.5 year old phone while being afraid to use it because it gets unbearably hot and almost drains faster than it can be charged? #iOS11.2",billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,602391
eval_145,"I don’t have any subscription for any services and yet, I still get charged $9.99 every other month. Please fix this",billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,553676
eval_146,"I purchased expanded storage on the cloud, was charged money, and still don't have the increased storage. Why?",billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,656305
eval_147,My Apple Music app won’t work it just keeps crashing since the update but I’m still getting charged ? Wtf,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,435838
eval_148,#ios11update is taking the piss out of my battery. I am not upgrading it that’s what are thinking. Charged my phone full 3 times 2day,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,742283
eval_149,"I’ve got iOS 11 my phone no longer charges like it used with ease and speed, when it’s charged the battery drains so easily 🙃",billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,254101
eval_150,"Welp, iOS 11.0.2 has officially ruined my battery. Have charged my iPhone 7 three times today. will 11.0.3 resolve?",billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,195920
eval_151,I am so fuxking done with you and these dumb ass updates. I literally have to have this phone for another year and a half until it’s paid off and I can’t be on my phone for more than 5 minutes before it glitches and completely freezes 🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,23120
eval_152,whats wrong with the latest update everything is lagging,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,541169
eval_153,Can ya’ll tell me why my screen freezes a lot while I’m doing smth or specifically while texting? I’ve already updated to the 11.1.2 😣,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,620073
eval_154,What’s going on!!!! after 11 IOS update my iPhone is now full of lags. Lock screen lag is the worst. Help please ❌❌❌,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,519228
eval_155,"#IOS11.0.2: Upgraded and found the phone lagging in all areas. Should not have upgraded. , when r u fixing this?",device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,356798
eval_156,Updated to latest iOS. X is still clunky and still freezes,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,619376
eval_157,"iPhone 7, IOS 11.0.2 freezes on text input, temporary fix is to restart, freezes again after about an hour help!",device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,287471
eval_158,the new update makes my phone freeze so i have to reset my phone 3 times everyday and I can’t hear people during phone calls,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,50826
eval_159,My iPhone has been extremely slow ever since I updated my phone. It will constantly freeze and turn off on its own. Why is this? 😡,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,437434
eval_160,thanks for the iPhone update! NOT it’s totally buggered up my phone making it freeze and slow 😡,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,193687
eval_161,FUCK YOUR UPDATE MY PHONE IS FUCKED AND NOW IT FREEZES EVERY 20 SECONDS NOW,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,322326
eval_162,"Hi. I’ve had my iPhone X for less than 3 weeks and it’s been lagging and taking a while to respond to everything, especially typing, ever since I downloaded iOS 11.1.2. Is there anything I can do to fix it?",device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,59232
eval_163,why since my 7s was updated am I having trouble sending picture messages? It freezes when I try to select person to send to.,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,51705
eval_164,Horrible experience using iOS 11 on the iPad 2017. It stutters and lags way too much.,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,193574
eval_165,Anyone else’s freeze and crash when opening after the new iOS update?,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,302291
eval_166,IOS 11 freezes and restarts my phone about 4 times a day. What's up with that?,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,367501
eval_167,iPhone 7+. Ever since the ios11 update it’s been very laggy unfortunately.,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,743805
eval_168,what is wrong with the landscape keyboard in Plus devices?? WHY THIS USELESS SPACE IN A BIGGER SCREEN?,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,386531
eval_169,iPhone started lagging after new update of iOS 11. Please solve the issue ASAP. #iphone,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,247635
eval_170,this iOS update SUCKS!!!!!!!! Phone freezes literally every 5 minutes. Seriously considering getting rid of my iPhone.,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,491444
eval_171,"Agreed, snapchat freezes for me when I try and open a message, everything is just slower, rubbish update.",device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,364709
eval_172,"Since I’ve updated my 6SPlus to the new IOS11.1 yesterday, its been super slow,unresponsive,freezes all time and no sound at speaker!",device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,39660
eval_173,hey when are ya'll gonna get this ios11 update in control? my phone freezes every 5 min & I'm about to throw it across the room 🙃,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,683036
eval_174,iphone 7plus lagging after ios11 update. Help,device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,357394
eval_175,why does the iOS app occasionally freeze and require a close/reopen when I switch out? (iOS 11 on 6S+),device_performance_storage,auto_handle,STORAGE_AND_PERFORMANCE_OPTIMIZATION,hard,661547
eval_176,"No entiendo por qué tengo que actualizar mi teléfono si son actualizaciones para el #iPhoneX. y ahora mi #iPhone7 cambia las pantallas, queda pegado, no reacciona al tacto en ocasiones. Focalizen las actualizaciones. #Apple Quedo atento a la solución",general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,487849
eval_177,Great job Apple!Now I cannot use Beats Powerbeats for my daily workout as they could get wet and just turn off and no repair,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,188320
eval_178,Hi I’m having an issue with the dictation on my Apple Watch as suddenly tooked the EN voice recognition instead of the ES I have configured on the phone and on the app on the phone I’m trying to use. Any idea?,general_feedback_complaint,escalate,HIGH_FRUSTRATION_HUMAN_ATTENTION,hard,122344
eval_179,"Hey ..the new iPhone os sucks! I guess the joke’s on me cuz I’m NOT ponying up for the new phone. Maybe when I do need the upgrade, it’ll be android!",general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,512530
eval_180,This as replacement for the standard headphone jack has become a joke now. 5 (soon to be 6) pairs of headphones & 2 adapters in under a year have failed now. Before the switch I could get a good year out of them. might have to rethink their design or change manufacturer.,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,87003
eval_181,Tried to call and they weren’t open. Their podcast app is beyond ruined. What a joke of a company. Why ruin a good thing? #Apple,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,584767
eval_182,"ie rip off merchants - wont unlock my phone despite calling for four weeks, visiting an apple store giving proof of ownership and replacement, give a different reason everytime why they can't unlock it! Joke of a company!",general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,496840
eval_183,Customer service at Westfield Hammersmith London sucks! Has helped decide that my next phone will not be . Store Manager Leo rude and defends his staff over customer! Great one Apple. You lost a customer for life!,general_feedback_complaint,escalate,HIGH_FRUSTRATION_HUMAN_ATTENTION,hard,619504
eval_184,this was a fraudulent purchase. I do not own an apple product. Can you help?,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,361062
eval_185,"Eu tenho um iPhone 8 Plus! E já está no conserto, como é que possível um telemóvel top de gama estar com problemas de performance, faixa aplicações sozinho, tem as colunas roucas!! Obrigado Apple!!",general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,694514
eval_186,apple tv is a joke i can never homeshare it never reads my computer itunes unless i turn hime sharing on and off about 6 times,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,258896
eval_187,Hey could you make it more impossible and frustrating to get a Genius Bar Reservation for an elderly person? Ridiculous.,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,101282
eval_188,meu celular tá trancando tanto que to com vontade de jogar na parede disappointed,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,724945
eval_189,Dentro de tanta perfeccion tienen miles de fallas #Apple Perdí mi dinero por que no tengo la factura.,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,193593
eval_190,"I just spoke to one of your web chat support people who wasn’t helpful and plain rude, waiting 2 weeks for my iPhone is a joke! 😤👎🏻",general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,498582
eval_191,El #gadget que es un riesgo para tu salud #iWatch #porqueria #apesta #iwatchsucks,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,553455
eval_192,every time I’m playing music and a sound from app goes off on my phone it stops music! This is ridiculous apple get it sorted,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,284875
eval_193,"might want to check out the app and remove it from your App Store, poor products like this fraud reflect on you too,",general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,364073
eval_194,I hate it. I got this phone Monday!!! So basically not even 3 days old and it sucks....,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,684360
eval_195,My phone just died on 42%. No joke.,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,107339
eval_196,Cuando agrego música en mi biblioteca/playlist de Apple Music estas no se guardan. Qué pasa ahí? Es muy molesto.,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,109066
eval_197,"#iPhone8 defect na 2 w, geen vervanging en week wachten om hem te kunnen afgeven in de #Applestore 😢Dit is zeker geen service meer",general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,151431
eval_198,Pretty ridiculous I have a permanent scar from your product #applewatchburns,general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,366023
eval_199,"tech support just bricked my phone whereas before I just didn't get any cell service, I now officially have a brick",general_feedback_complaint,auto_handle,EMPATHETIC_BRAND_ACKNOWLEDGMENT,hard,409368
eval_200,plz adize on this I issue. It is ruining my jokes.,general_feedback_complaint,escalate,HIGH_FRUSTRATION_HUMAN_ATTENTION,hard,316123
